C	c	E	e	K	k	Fya	Fyb	Jka	Jkb	M	N	S	s
0.06363636363636363	0.0	0.046296296296296294	0.5	0.07194244604316546	0.0	0.008264462809917356	0.0	0.2727272727272727	0.04225352112676056	0.125	0.024390243902439025	0.08737864077669903	0.16666666666666666
