C	c	E	e	K	k	Fya	Fyb	Jka	Jkb	M	N	S	s
0.00074	0.001235	0.0043	0.00255	0.00826	0	0.00046	0.00032666667	0.00147	0.00015	0.00061	0.00005	0.000125	0
